Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00001870,Graffiti Removal,Brick - Unpainted,Side,3701 S WOLCOTT AVE,60609,1164294.66131095,1880149.94197872,11,9,59,,41.82667996575031,-87.67258908007462,"{'latitude': '41.82667996575031', 'longitude': '-87.67258908007462', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002200,Graffiti Removal,Wood - Painted,Front,2100 W BARRY AVE,60618,1161809.64813126,1920571.37598967,32,19,5,,41.937830485479466,-87.68079110977904,"{'latitude': '41.937830485479466', 'longitude': '-87.68079110977904', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002206,Graffiti Removal,Aluminum Siding,Garage,5039 S KENNETH AVE,60632,1147546.75989368,1870837.57453041,23,8,57,,41.80108518557387,-87.73426377256084,"{'latitude': '41.80108518557387', 'longitude': '-87.73426377256084', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002234,Graffiti Removal,Metal,Rear,1933 N KIMBALL AVE,60647,1153392.3619011,1912640.84100229,35,14,22,,41.91648384696662,-87.71174079935638,"{'latitude': '41.91648384696662', 'longitude': '-87.71174079935638', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002237,Graffiti Removal,Aluminum Siding,Garage,1927 N SPAULDING AVE,60647,1153835.20810796,1912610.43402795,35,14,22,,41.916336933077794,-87.71011647766294,"{'latitude': '41.916336933077794', 'longitude': '-87.71011647766294', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002267,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3035 N HOYNE AVE,60618,1161822.25108388,1920144.02120117,32,19,5,,41.93695732658053,-87.68055828418575,"{'latitude': '41.93695732658053', 'longitude': '-87.68055828418575', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002365,Graffiti Removal,Brick - Painted,Front,1655 N WASHTENAW AVE,60647,1158115.12552842,1910900.03760754,1,14,24,,41.91186974876127,-87.6944430304224,"{'latitude': '41.91186974876127', 'longitude': '-87.6944430304224', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002547,Graffiti Removal,Brick - Painted,Front,2800 W DIVERSEY AVE,60647,1157229.59461954,1918486.81659225,35,14,21,,41.93220539506452,-87.6976792438691,"{'latitude': '41.93220539506452', 'longitude': '-87.6976792438691', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002626,Graffiti Removal,Aluminum Siding,Garage,4833 W NEWPORT AVE,60641,1143532.56171914,1922500.37001238,38,16,15,,41.94326278213296,-87.7482818111697,"{'latitude': '41.94326278213296', 'longitude': '-87.7482818111697', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002678,Graffiti Removal,Metal,Front,2626 W EVERGREEN AVE,60622,1158648.06419549,1908880.10013245,26,14,24,,41.90580953275264,-87.69314108019286,"{'latitude': '41.90580953275264', 'longitude': '-87.69314108019286', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002679,Graffiti Removal,Other / Unknown Surface,Rear,10326 S INDIANAPOLIS AVE,60617,1203642.320094,1837119.75980143,10,4,52,,41.707354517628495,-87.52960077107443,"{'latitude': '41.707354517628495', 'longitude': '-87.52960077107443', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002681,Graffiti Removal,Metal,Sign,4900 S LECLAIRE AVE,60638,1143187.25353238,1871662.15598971,23,8,56,,41.803783770544655,-87.75053522048175,"{'latitude': '41.803783770544655', 'longitude': '-87.75053522048175', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002709,Graffiti Removal,Aluminum Siding,Garage,1850 N FAIRFIELD AVE,60647,1157754.28580216,1911866.1704192,1,14,22,,41.915375079114916,-87.69606181802152,"{'latitude': '41.915375079114916', 'longitude': '-87.69606181802152', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00002945,Graffiti Removal,Aluminum Siding,Front,3864 W GRAND AVE,60651,1150329.4739865,1908525.30897022,30,25,23,,41.90519370061489,-87.7236645218017,"{'latitude': '41.90519370061489', 'longitude': '-87.7236645218017', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-03T00:00:00,11-00003386,Graffiti Removal,Metal,Traffic Control Box,2300 W MONTROSE AVE,60618,1160229.52486897,1929168.42272797,47,19,4,21,41.96144655804277,-87.68695777563536,"{'latitude': '41.96144655804277', 'longitude': '-87.68695777563536', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002071,Graffiti Removal,Metal,Front,2641 N DAMEN AVE,60647,1162515.05263094,1917427.55303008,32,19,7,,41.929674038856014,-87.67815403865431,"{'latitude': '41.929674038856014', 'longitude': '-87.67815403865431', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002549,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3000 W DIVERSEY AVE,60647,1155895.29031536,1918463.66200685,35,14,21,,41.932168025437726,-87.70258609162394,"{'latitude': '41.932168025437726', 'longitude': '-87.70258609162394', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002599,Graffiti Removal,Brick - Unpainted,Rear,4900 N MONTICELLO AVE,60625,1151168.59332346,1932312.46380104,39,17,14,,41.970244415114315,-87.71967665737961,"{'latitude': '41.970244415114315', 'longitude': '-87.71967665737961', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002605,Graffiti Removal,Brick - Unpainted,Side,3650 W AINSLIE ST,60625,1151072.49332346,1932310.56380104,39,17,14,,41.970257006381225,-87.72037411878117,"{'latitude': '41.970257006381225', 'longitude': '-87.72037411878117', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002608,Graffiti Removal,Brick - Unpainted,Side,3649 W AINSLIE ST,60625,1151077.29332346,1932310.66380104,39,17,14,,41.97003824129235,-87.72029195879317,"{'latitude': '41.97003824129235', 'longitude': '-87.72029195879317', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002611,Graffiti Removal,Brick - Unpainted,Front,4859 N LAWNDALE AVE,60625,1150844.376033,1932037.60490479,39,17,14,,41.970054861456646,-87.72059724554941,"{'latitude': '41.970054861456646', 'longitude': '-87.72059724554941', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002677,Graffiti Removal,Brick - Painted,Front,4899 S LAWLER AVE,60638,1143519.78013169,1871670.66519169,23,8,56,,41.80398661560895,-87.74902542530208,"{'latitude': '41.80398661560895', 'longitude': '-87.74902542530208', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002684,Graffiti Removal,Metal,Garage,1343 W ROSEDALE AVE,60660,1166272.21808205,1939301.21488829,48,20,77,,41.98890515389404,-87.66436222323726,"{'latitude': '41.98890515389404', 'longitude': '-87.66436222323726', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002689,Graffiti Removal,Metal,Garage,1345 W ROSEDALE AVE,60660,1166259.41808205,1939300.91488829,48,20,77,,41.988904326958455,-87.66443242988429,"{'latitude': '41.988904326958455', 'longitude': '-87.66443242988429', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00002845,Graffiti Removal,Brick - Painted,Front,440 W 44TH ST,60609,1173934.3000334,1875763.55998335,11,9,61,,41.81460281371814,-87.63750774486734,"{'latitude': '41.81460281371814', 'longitude': '-87.63750774486734', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-04T00:00:00,11-00003374,Graffiti Removal,Wood - Painted,Side,4700 S RIDGEWAY AVE,60632,1152156.54987828,1873208.34372178,14,8,57,39,41.807855555188574,-87.71759837268937,"{'latitude': '41.807855555188574', 'longitude': '-87.71759837268937', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-05T00:00:00,11-00002233,Graffiti Removal,Brick - Painted,Garage,3267 W ARMITAGE AVE,60647,1154060.15999445,1913097.64877936,35,14,22,,41.91725831017963,-87.70967240372127,"{'latitude': '41.91725831017963', 'longitude': '-87.70967240372127', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-05T00:00:00,11-00002243,Graffiti Removal,Brick - Unpainted,Front,3927 N ASHLAND AVE,60613,1164953.83011687,1926150.05941738,47,19,6,,41.953270892532,-87.66887276317408,"{'latitude': '41.953270892532', 'longitude': '-87.66887276317408', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-06T00:00:00,11-00002493,Graffiti Removal,Vinyl Siding,Garage,10844 S GREEN BAY AVE,60617,1200536.79780347,1833657.88991836,10,4,52,,41.697807575888056,-87.5414926830684,"{'latitude': '41.697807575888056', 'longitude': '-87.5414926830684', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-10T00:00:00,11-00001995,Graffiti Removal,Brick - Painted,Garage,3818 N RIDGEWAY AVE,60618,1150712.63448788,1925120.23602655,39,17,16,,41.95069480638848,-87.72154648489396,"{'latitude': '41.95069480638848', 'longitude': '-87.72154648489396', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-10T00:00:00,11-00002550,Graffiti Removal,Brick - Unpainted,Side,2400 N SOUTHPORT AVE,60614,1166579.66680107,1916051.55330498,32,19,7,,41.92530467515855,-87.6634785603234,"{'latitude': '41.92530467515855', 'longitude': '-87.6634785603234', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-11T00:00:00,11-00003009,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1310 W HOWARD ST,60626,1166088.82002478,1950328.04001195,49,24,1,,42.01939132215315,-87.6642306032095,"{'latitude': '42.01939132215315', 'longitude': '-87.6642306032095', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-12T00:00:00,11-00002065,Graffiti Removal,Brick - Unpainted,Side,7382 N WINCHESTER AVE,60626,1162043.62590118,1949180.82157419,49,24,1,,42.01636841646293,-87.67921263069167,"{'latitude': '42.01636841646293', 'longitude': '-87.67921263069167', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-01-18T00:00:00,11-00002121,Graffiti Removal,Brick - Unpainted,Front,7600 N EASTLAKE TER,60626,1165976.14157235,1950323.09462637,49,24,1,,42.0193292652481,-87.66473007493407,"{'latitude': '42.0193292652481', 'longitude': '-87.66473007493407', 'needs_recoding': False}"
2011-01-01T00:00:00,Completed,2011-02-22T00:00:00,11-00002235,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1800 N SPAULDING AVE,60647,1153859.28938817,1911765.23500156,26,14,22,,41.91380763909739,-87.71033240584524,"{'latitude': '41.91380763909739', 'longitude': '-87.71033240584524', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-04T00:00:00,12-00002004,Graffiti Removal,Brick - Unpainted,Front,4330 W BELMONT AVE,60641,1146787.52013176,1920919.62763281,31,17,16,,41.93908931176636,-87.7358282924189,"{'latitude': '41.93908931176636', 'longitude': '-87.7358282924189', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-04T00:00:00,12-00002844,Graffiti Removal,Brick - Painted,Front,1858 W 35TH ST,60609,1164453.67977969,1881491.1730684,11,9,59,,41.830528061242525,-87.67278194980499,"{'latitude': '41.830528061242525', 'longitude': '-87.67278194980499', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-04T00:00:00,12-00002849,Graffiti Removal,Wood - Painted,Side,3053 S ARCHER AVE,60608,1166909.17311726,1884710.01519776,11,9,60,,41.83908963589484,-87.66299038110596,"{'latitude': '41.83908963589484', 'longitude': '-87.66299038110596', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-04T00:00:00,12-00002851,Graffiti Removal,Wood - Painted,Garage,715 W 34TH ST,60616,1172027.8970716,1882343.66986924,11,9,60,,41.83249202224121,-87.64436204175072,"{'latitude': '41.83249202224121', 'longitude': '-87.64436204175072', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-04T00:00:00,12-00002858,Graffiti Removal,Metal,Pole,700 W 35TH ST,60616,1172204.72600921,1881681.44448886,11,9,60,,41.8308898287062,-87.64373839169738,"{'latitude': '41.8308898287062', 'longitude': '-87.64373839169738', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-05T00:00:00,12-00001603,Graffiti Removal,Brick - Unpainted,Side,6151 W GRAND AVE,60639,1134932.89437143,1914399.94127539,29,25,19,,41.92127519668554,-87.78011149281234,"{'latitude': '41.92127519668554', 'longitude': '-87.78011149281234', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-05T00:00:00,12-00001826,Graffiti Removal,Other / Unknown Surface,Side,6155 W FULLERTON AVE,60639,1134887.4901091,1915295.62718892,29,25,19,,41.923645091760505,-87.7803559366628,"{'latitude': '41.923645091760505', 'longitude': '-87.7803559366628', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-06T00:00:00,12-00001216,Graffiti Removal,Aluminum Siding,Garage,9723 S EXCHANGE AVE,60617,1197449.91262986,1841045.7495042,10,4,51,,41.71839652105565,-87.5522530610523,"{'latitude': '41.71839652105565', 'longitude': '-87.5522530610523', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-06T00:00:00,12-00001217,Graffiti Removal,Brick - Unpainted,Garage,9723 S EXCHANGE AVE,60617,1197449.91262986,1841045.7495042,10,4,51,,41.71839652105565,-87.5522530610523,"{'latitude': '41.71839652105565', 'longitude': '-87.5522530610523', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-09T00:00:00,12-00002001,Graffiti Removal,Aluminum Siding,Garage,5200 S MENARD AVE,60638,1138578.01079332,1869543.12793154,23,8,56,,41.7980537555987,-87.76749055148075,"{'latitude': '41.7980537555987', 'longitude': '-87.76749055148075', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-10T00:00:00,12-00002008,Graffiti Removal,Other / Unknown Surface,Side,5020 S ARCHER AVE,60632,1150190.52978868,1870872.65769143,14,8,57,39,41.80163034053916,-87.72484543138357,"{'latitude': '41.80163034053916', 'longitude': '-87.72484543138357', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-11T00:00:00,12-00002852,Graffiti Removal,Metal,Front,3405 S HALSTED ST,60608,1171526.18141368,1882293.45998936,11,9,60,,41.83240966281108,-87.64599612133848,"{'latitude': '41.83240966281108', 'longitude': '-87.64599612133848', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-11T00:00:00,12-00002853,Graffiti Removal,Wood - Painted,Door,3419 S HALSTED ST,60608,1171529.25661522,1882161.49992801,11,9,60,,41.83194986764165,-87.64598661921275,"{'latitude': '41.83194986764165', 'longitude': '-87.64598661921275', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed - Dup,2012-01-19T00:00:00,12-00002443,Graffiti Removal,Aluminum Siding,Front,2601 W 21ST PL,60608,1159356.82317378,1889634.49008088,28,10,30,,41.852768743481406,-87.6906912432884,"{'latitude': '41.852768743481406', 'longitude': '-87.6906912432884', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-03T00:00:00,12-00001730,Graffiti Removal,Brick - Unpainted,Front,2320 W FULLERTON AVE,60647,1160492.03917068,1915898.32529102,1,14,22,,41.92502944752523,-87.68605806967763,"{'latitude': '41.92502944752523', 'longitude': '-87.68605806967763', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00001719,Graffiti Removal,Metal,Rear,1105 W VAN BUREN ST,60607,1169062.3511083,1898338.95317809,2,12,28,,41.87645044597969,-87.65475961385634,"{'latitude': '41.87645044597969', 'longitude': '-87.65475961385634', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00001757,Graffiti Removal,Brick - Unpainted,Side,1600 N CALIFORNIA AVE,60647,1157447.33282534,1910515.50069125,1,14,24,,41.910315146253325,-87.69717471901222,"{'latitude': '41.910315146253325', 'longitude': '-87.69717471901222', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00001900,Graffiti Removal,Brick - Unpainted,Side,3301 W 60TH ST,60629,1155412.45181647,1864647.06229489,16,8,66,,41.78427867464739,-87.70583523250207,"{'latitude': '41.78427867464739', 'longitude': '-87.70583523250207', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00001923,Graffiti Removal,Metal,Front,4625 W 53RD ST,60632,1146286.22001463,1869074.63967614,23,8,56,,41.796609892145014,-87.73895891966565,"{'latitude': '41.796609892145014', 'longitude': '-87.73895891966565', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00001959,Graffiti Removal,Wood - Unpainted,Side,5718 S ARCHER AVE,60638,1141958.83881127,1869096.98913299,23,8,56,,41.79696749580324,-87.75499091483276,"{'latitude': '41.79696749580324', 'longitude': '-87.75499091483276', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002086,Graffiti Removal,Brick - Unpainted,Alley,4346 N KIMBALL AVE,60618,1152937.26070822,1928781.97991881,33,17,16,60,41.960731356474305,-87.71327613356749,"{'latitude': '41.960731356474305', 'longitude': '-87.71327613356749', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002113,Graffiti Removal,Marble/Granite,Bench,1 E VAN BUREN ST,60605,1176432.8424843,1898533.15381632,2,1,32,1,41.87682779450811,-87.62755507298132,"{'latitude': '41.87682779450811', 'longitude': '-87.62755507298132', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002181,Graffiti Removal,Brick - Unpainted,Side,3559 W MONTROSE AVE,60618,1151790.8839071,1929008.74382166,33,17,16,60,41.96096023048281,-87.71797619183029,"{'latitude': '41.96096023048281', 'longitude': '-87.71797619183029', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002298,Graffiti Removal,Brick - Painted,Front,1845 W 35TH ST,60609,1164516.07977969,1881492.6730684,11,9,59,,41.830315104067594,-87.67218757633437,"{'latitude': '41.830315104067594', 'longitude': '-87.67218757633437', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002343,Graffiti Removal,Brick - Painted,Alley,3316 S MORGAN ST,60608,1170186.40321985,1882850.28111461,11,9,60,,41.83378663794612,-87.65118564380968,"{'latitude': '41.83378663794612', 'longitude': '-87.65118564380968', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002344,Graffiti Removal,Metal,Pole,753 S WESTERN AVE,60612,1160510.73989822,1896403.43999791,2,12,28,,41.871489433641976,-87.68602701295016,"{'latitude': '41.871489433641976', 'longitude': '-87.68602701295016', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002403,Graffiti Removal,Brick - Unpainted,Side,4958 N MILWAUKEE AVE,60630,1139202.15149667,1932530.47111681,45,16,11,,41.970932709306155,-87.76365784294721,"{'latitude': '41.970932709306155', 'longitude': '-87.76365784294721', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002414,Graffiti Removal,Brick - Painted,Side,5846 W FULLERTON AVE,60639,1136913.90576842,1915351.3671892,30,25,19,,41.92398428310661,-87.77275877998554,"{'latitude': '41.92398428310661', 'longitude': '-87.77275877998554', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002448,Graffiti Removal,Brick - Unpainted,Rear,2500 S SPRINGFIELD AVE,60623,1150774.11330795,1887110.03890948,22,10,30,25,41.84602987760417,-87.72230713555878,"{'latitude': '41.84602987760417', 'longitude': '-87.72230713555878', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002816,Graffiti Removal,Brick - Unpainted,Side,3601 S DAMEN AVE,60609,1163609.03658405,1880800.78722658,11,9,59,,41.82847883622358,-87.67508768321154,"{'latitude': '41.82847883622358', 'longitude': '-87.67508768321154', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002834,Graffiti Removal,Aluminum Siding,Alley,3550 W MONTROSE AVE,60618,1151834.5839071,1929009.74382166,33,17,14,60,41.96118296120938,-87.7176637218556,"{'latitude': '41.96118296120938', 'longitude': '-87.7176637218556', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002845,Graffiti Removal,Brick - Painted,Side,1833 W 35TH ST,60609,1164573.77977969,1881494.0730684,11,9,59,,41.830321914871554,-87.67168224616965,"{'latitude': '41.830321914871554', 'longitude': '-87.67168224616965', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002847,Graffiti Removal,Brick - Painted,Side,1830 W 35TH ST,60609,1164598.97977969,1881494.5730684,11,9,59,,41.83054141425962,-87.67168753410887,"{'latitude': '41.83054141425962', 'longitude': '-87.67168753410887', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00002848,Graffiti Removal,Metal,Door,756 W 35TH ST,60616,1171754.57790531,1881670.23680543,11,9,60,,41.830861907239154,-87.64596345557888,"{'latitude': '41.830861907239154', 'longitude': '-87.64596345557888', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00003011,Graffiti Removal,Brick - Unpainted,Front,530 N WABASH AVE,60611,1176642.89978581,1903913.01761801,42,18,8,,41.891724723864655,-87.62686659874761,"{'latitude': '41.891724723864655', 'longitude': '-87.62686659874761', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-04T00:00:00,12-00003013,Graffiti Removal,Glass,Front,530 N WABASH AVE,60611,1176642.89978581,1903913.01761801,42,18,8,,41.891724723864655,-87.62686659874761,"{'latitude': '41.891724723864655', 'longitude': '-87.62686659874761', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-05T00:00:00,12-00001731,Graffiti Removal,Brick - Unpainted,Side,6155 W FULLERTON AVE,60639,1134887.4901091,1915295.62718892,29,25,19,,41.923645091760505,-87.7803559366628,"{'latitude': '41.923645091760505', 'longitude': '-87.7803559366628', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-05T00:00:00,12-00001736,Graffiti Removal,Metal,Newspaper Box,3600 W FULLERTON AVE,60647,1151976.8698299,1915718.11953233,35,25,22,,41.92471241419424,-87.71705735148927,"{'latitude': '41.92471241419424', 'longitude': '-87.71705735148927', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-05T00:00:00,12-00001741,Graffiti Removal,Metal,Newspaper Box,4032 W FULLERTON AVE,60639,1148973.71008445,1915648.01717239,31,25,20,,41.924578570996196,-87.72812329735663,"{'latitude': '41.924578570996196', 'longitude': '-87.72812329735663', 'needs_recoding': False}"
2012-01-01T00:00:00,Completed,2012-01-05T00:00:00,12-00001828,Graffiti Removal,Brick - Unpainted,Rear,6060 W FULLERTON AVE,60639,1135523.76026821,1915312.62803275,29,25,19,,41.92389971700158,-87.77808976572628,"{'latitude': '41.92389971700158', 'longitude': '-87.77808976572628', 'needs_recoding': False}"
