Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Black Carts Delivered,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
2012-06-15T00:00:00,Completed - Dup,2012-11-14T00:00:00,12-01089984,Garbage Cart Black Maintenance/Replacement,,,,6118 W BYRON ST,60634,1134878.59989596,1925283.87401039,38,16,17,,41.9512767287549,-87.77995659426824,"{'latitude': '41.9512767287549', 'longitude': '-87.77995659426824', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-12-14T00:00:00,12-01088052,Garbage Cart Black Maintenance/Replacement,,,,4338 S DR MARTIN LUTHER KING JR DR,60653,1179581.19588973,1876333.00689711,3,2,38,,41.81547298049524,-87.61690752453846,"{'latitude': '41.81547298049524', 'longitude': '-87.61690752453846', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-12-20T00:00:00,12-01086803,Garbage Cart Black Maintenance/Replacement,,,,5361 S PRINCETON AVE,60609,1175196.9249911,1869388.74543233,3,9,37,,41.796448499473264,-87.63290052651926,"{'latitude': '41.796448499473264', 'longitude': '-87.63290052651926', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-04T00:00:00,12-01086807,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, no carts delivered - Private Dumpster",3253 W LELAND AVE,60625,1153755.14986882,1931041.05427259,33,17,14,60,41.966501380103665,-87.7105673774415,"{'latitude': '41.966501380103665', 'longitude': '-87.7105673774415', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-24T00:00:00,12-01086655,Garbage Cart Black Maintenance/Replacement,,,,8225 S INGLESIDE AVE,60619,1183994.70596719,1850656.07250813,8,6,44,,41.74506986940614,-87.60122685755557,"{'latitude': '41.74506986940614', 'longitude': '-87.60122685755557', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-24T00:00:00,12-01088281,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Completed,7641 S CREGIER AVE,60649,1189529.21549591,1854665.48852292,8,4,43,,41.755783860048524,-87.58081870826895,"{'latitude': '41.755783860048524', 'longitude': '-87.58081870826895', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-24T00:00:00,12-01088497,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,8043 S ELLIS AVE,60619,1184290.51889464,1851875.2431784,8,6,44,,41.7482286961209,-87.60010263115869,"{'latitude': '41.7482286961209', 'longitude': '-87.60010263115869', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-25T00:00:00,12-01087459,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6340 S LAFLIN ST,60636,1167423.12307611,1862690.93590227,16,7,67,,41.77828621388532,-87.66189267988727,"{'latitude': '41.77828621388532', 'longitude': '-87.66189267988727', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-02-08T00:00:00,12-01087279,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,2100 E 83RD ST,60617,1191628.75771331,1850353.53271916,8,4,46,,41.74447614531909,-87.57336455543786,"{'latitude': '41.74447614531909', 'longitude': '-87.57336455543786', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-02-19T00:00:00,12-01088876,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6607 S RICHMOND ST,60629,1157851.28362481,1860682.97940991,15,8,66,,41.773332910625385,-87.69675785148421,"{'latitude': '41.773332910625385', 'longitude': '-87.69675785148421', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-03-22T00:00:00,12-01087993,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Cart Approved - Delivered,6611 S MOZART ST,60629,1158516.49909123,1860674.83160765,15,8,66,,41.773257832882145,-87.6943173316942,"{'latitude': '41.773257832882145', 'longitude': '-87.6943173316942', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01084192,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,10918 S ST LOUIS AVE,60655,1154953.31089829,1831985.52551926,19,22,74,,41.69449852349641,-87.70843414461824,"{'latitude': '41.69449852349641', 'longitude': '-87.70843414461824', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01084248,Garbage Cart Black Maintenance/Replacement,3,Dispatch Crew,Cart Approved - Delivered,8041 S ST LAWRENCE AVE,60619,1181631.50028395,1851816.28058389,6,6,44,,41.74814871538734,-87.60985130144547,"{'latitude': '41.74814871538734', 'longitude': '-87.60985130144547', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01086476,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,2102 W 67TH PL,60636,1163504.9705049,1859878.15440756,15,7,67,,41.77124558925604,-87.6762689286933,"{'latitude': '41.77124558925604', 'longitude': '-87.6762689286933', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01086727,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6342 S WOOD ST,60636,1165431.40280352,1862620.27030216,15,7,67,,41.778122040802664,-87.6692080869404,"{'latitude': '41.778122040802664', 'longitude': '-87.6692080869404', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088069,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2443 W WILSON AVE,60625,1159146.93009103,1930435.54529788,47,19,4,,41.964732919856395,-87.69049487808103,"{'latitude': '41.964732919856395', 'longitude': '-87.69049487808103', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088979,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,734 W 81ST ST,60620,1172700.36838745,1851159.02350587,21,6,71,,41.74712274858244,-87.64286473140984,"{'latitude': '41.74712274858244', 'longitude': '-87.64286473140984', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-20T00:00:00,12-01084952,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,3737 S CAMPBELL AVE,60632,1160307.18997817,1879652.29999951,12,9,58,,41.82544505725987,-87.68723482987876,"{'latitude': '41.82544505725987', 'longitude': '-87.68723482987876', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-21T00:00:00,12-01086300,Garbage Cart Black Maintenance/Replacement,3,Dispatch Crew,Cart Approved - Delivered,3131 N MASON AVE,60634,1136173.41440909,1920203.72201455,30,25,19,2,41.937581437919235,-87.77482277812177,"{'latitude': '41.937581437919235', 'longitude': '-87.77482277812177', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-21T00:00:00,12-01086602,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,2436 N LONG AVE,60639,1139976.13586847,1915673.90039956,30,25,19,,41.92515563675773,-87.7612536607169,"{'latitude': '41.92515563675773', 'longitude': '-87.7612536607169', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-25T00:00:00,12-01084942,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3938 W 55TH PL,60629,1151060.48299406,1867500.41068419,23,8,62,,41.79240553119487,-87.72225285309601,"{'latitude': '41.79240553119487', 'longitude': '-87.72225285309601', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-25T00:00:00,12-01084945,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3936 W 55TH PL,60629,1151073.88299406,1867500.71068419,23,8,62,,41.79240673702281,-87.72217689061041,"{'latitude': '41.79240673702281', 'longitude': '-87.72217689061041', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-25T00:00:00,12-01089048,Garbage Cart Black Maintenance/Replacement,5,Dispatch Crew,Cart Approved - Delivered,5627 W DIVISION ST,60651,1138501.30520144,1907434.82312887,29,15,25,,41.90201779933605,-87.76672586696981,"{'latitude': '41.90201779933605', 'longitude': '-87.76672586696981', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-25T00:00:00,12-01090178,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1911 W MELROSE ST,60657,1163026.52330863,1921597.76112568,32,19,5,,41.9403998362223,-87.67645266590205,"{'latitude': '41.9403998362223', 'longitude': '-87.67645266590205', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01085383,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,7129 S MILLARD AVE,60629,1153266.330013,1857087.32001164,13,8,65,,41.763340172964554,-87.71364861094624,"{'latitude': '41.763340172964554', 'longitude': '-87.71364861094624', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01087251,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6024 S KNOX AVE,60629,1146403.20599421,1864260.98991722,13,8,64,,41.783175000929525,-87.73892011353095,"{'latitude': '41.783175000929525', 'longitude': '-87.73892011353095', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088036,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5514 N ORIOLE AVE,60656,1124676.22871813,1935776.4007314,41,16,10,,41.980216080307294,-87.8170128560793,"{'latitude': '41.980216080307294', 'longitude': '-87.8170128560793', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088164,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6444 S KOMENSKY AVE,60629,1150478.06180808,1861557.56828376,13,8,65,,41.77548145778675,-87.72404433697056,"{'latitude': '41.77548145778675', 'longitude': '-87.72404433697056', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088168,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,5447 N NORDICA AVE,60656,1128622.58479768,1935855.68738484,41,16,10,,41.980503881515816,-87.80220169754347,"{'latitude': '41.980503881515816', 'longitude': '-87.80220169754347', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088224,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6805 S KOSTNER AVE,60629,1148214.26719071,1859112.19590506,13,8,65,,41.76923382968955,-87.7321252679711,"{'latitude': '41.76923382968955', 'longitude': '-87.7321252679711', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088245,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Area inspected no such address as specified,6354 S LA CROSSE AVE,60638,1145138.9663256,1862030.91662379,13,8,64,,41.77678307365604,-87.74360287498652,"{'latitude': '41.77678307365604', 'longitude': '-87.74360287498652', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088255,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6549 S KENNETH AVE,60629,1147836.11600391,1860802.08118246,13,8,65,,41.773443544336246,-87.73345546746218,"{'latitude': '41.773443544336246', 'longitude': '-87.73345546746218', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01088940,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,3728 W GIDDINGS ST,60625,1150557.80079402,1931303.52998269,39,17,14,,41.96750686378736,-87.72190047605565,"{'latitude': '41.96750686378736', 'longitude': '-87.72190047605565', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01089831,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,8133 S KOLMAR AVE,60652,1147530.06566676,1850145.13853368,13,8,70,,41.744317479395505,-87.73474530330357,"{'latitude': '41.744317479395505', 'longitude': '-87.73474530330357', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-26T00:00:00,12-01090618,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5758 S KOSTNER AVE,60629,1148016.33021954,1866059.4999695,13,8,62,,41.78774496078505,-87.73294918609926,"{'latitude': '41.78774496078505', 'longitude': '-87.73294918609926', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-28T00:00:00,12-01085710,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5540 N OKETO AVE,60656,1126065.02061384,1935725.69488491,41,16,10,,41.98046163301808,-87.81189413428903,"{'latitude': '41.98046163301808', 'longitude': '-87.81189413428903', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-28T00:00:00,12-01089418,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,7311 W SUMMERDALE AVE,60656,1126483.03993297,1934409.55092484,41,16,10,,41.976616255624364,-87.81025444717928,"{'latitude': '41.976616255624364', 'longitude': '-87.81025444717928', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-29T00:00:00,12-01085880,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,11458 S WASHTENAW AVE,60655,1160435.47010509,1828536.89500347,19,22,75,,41.68452803177025,-87.68844096761549,"{'latitude': '41.68452803177025', 'longitude': '-87.68844096761549', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-29T00:00:00,12-01086627,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,11810 S HALE AVE,60643,1164626.71021232,1826289.20398247,19,22,75,,41.67876289870113,-87.67320539180831,"{'latitude': '41.67876289870113', 'longitude': '-87.67320539180831', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-29T00:00:00,12-01089357,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6229 N CANFIELD AVE,60631,1123237.36960005,1940746.97608172,41,16,10,,41.99419992612059,-87.82183457290392,"{'latitude': '41.99419992612059', 'longitude': '-87.82183457290392', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-29T00:00:00,12-01090370,Garbage Cart Black Maintenance/Replacement,3,Dispatch Crew,Cart Approved - Delivered,6241 S PAULINA ST,60636,1166076.94330366,1863308.71200863,15,7,67,,41.78002596140857,-87.66651006350348,"{'latitude': '41.78002596140857', 'longitude': '-87.66651006350348', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-02T00:00:00,12-01085606,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,7643 S ARTESIAN AVE,60652,1161372.51997251,1853856.39021005,18,8,70,,41.75414534505257,-87.68403069315,"{'latitude': '41.75414534505257', 'longitude': '-87.68403069315', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-02T00:00:00,12-01086064,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3701 W 76TH ST,60652,1153152.48079759,1853943.94001792,18,8,70,,41.75495320988843,-87.7143676800169,"{'latitude': '41.75495320988843', 'longitude': '-87.7143676800169', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-02T00:00:00,12-01087243,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,6463 W RAVEN ST,60631,1132140.76843068,1940773.73907573,41,16,10,,41.993613969273426,-87.78982603053097,"{'latitude': '41.993613969273426', 'longitude': '-87.78982603053097', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-11T00:00:00,12-01086794,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,718 N ALBANY AVE,60612,1155553.56430586,1904621.16009044,27,13,23,63,41.89436055833738,-87.70420596872657,"{'latitude': '41.89436055833738', 'longitude': '-87.70420596872657', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-11T00:00:00,12-01086809,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,722 N ALBANY AVE,60612,1155546.66430586,1904647.86009044,27,13,23,63,41.89447442072564,-87.7042094934004,"{'latitude': '41.89447442072564', 'longitude': '-87.7042094934004', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-12T00:00:00,12-01085124,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",736 N HOMAN AVE,60624,1153578.58806884,1904701.67831632,27,11,23,63,41.89478772299714,-87.7115612711812,"{'latitude': '41.89478772299714', 'longitude': '-87.7115612711812', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-13T00:00:00,12-01089724,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,8151 S CALIFORNIA AVE,60652,1159128.55682207,1850454.70611887,18,8,70,,41.74480435807314,-87.69234169212196,"{'latitude': '41.74480435807314', 'longitude': '-87.69234169212196', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-16T00:00:00,12-01086017,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1010 N LAWLER AVE,60651,1142508.70909889,1906251.18188192,37,15,25,,41.8989955365938,-87.75217135101667,"{'latitude': '41.8989955365938', 'longitude': '-87.75217135101667', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-16T00:00:00,12-01086633,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,9110 S MARSHFIELD AVE,60620,1166939.59763268,1844279.89367083,21,22,73,,41.72807045760396,-87.66419944307363,"{'latitude': '41.72807045760396', 'longitude': '-87.66419944307363', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-16T00:00:00,12-01087443,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected no such address as specified,123 W 112TH PL,60628,1177381.50498711,1830357.88248182,34,5,49,,41.689712346995556,-87.62655698052447,"{'latitude': '41.689712346995556', 'longitude': '-87.62655698052447', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-16T00:00:00,12-01088879,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,12415 S STEWART AVE,60628,1175874.84002052,1822591.39017509,34,5,53,,41.66834552044275,-87.63182294159226,"{'latitude': '41.66834552044275', 'longitude': '-87.63182294159226', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-17T00:00:00,12-01086244,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",10645 S LAFAYETTE AVE,60628,1177813.55840007,1834292.20880436,34,5,49,,41.700384239347855,-87.62437426230959,"{'latitude': '41.700384239347855', 'longitude': '-87.62437426230959', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-17T00:00:00,12-01087733,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5339 N WINTHROP AVE,60640,1167906.67677796,1935624.13028949,48,20,77,,41.9793483481078,-87.65775078263783,"{'latitude': '41.9793483481078', 'longitude': '-87.65775078263783', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-18T00:00:00,12-01085697,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,5710 S RACINE AVE,60636,1169295.3039733,1866920.48749062,16,7,67,,41.79014832001115,-87.65491737704708,"{'latitude': '41.79014832001115', 'longitude': '-87.65491737704708', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-18T00:00:00,12-01088172,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",5320 S BISHOP ST,60609,1167570.13317367,1869464.33331168,16,9,61,,41.79706667995415,-87.66116842410463,"{'latitude': '41.79706667995415', 'longitude': '-87.66116842410463', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-19T00:00:00,12-01088068,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,11749 S MAPLEWOOD AVE,60655,1161505.91318494,1826548.73012598,19,22,75,,41.67939098719554,-87.68429744395691,"{'latitude': '41.67939098719554', 'longitude': '-87.68429744395691', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-20T00:00:00,12-01084864,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1654 S HOMAN AVE,60623,1153978.8455944,1891262.44991197,24,10,29,,41.85739618691585,-87.71043513833892,"{'latitude': '41.85739618691585', 'longitude': '-87.71043513833892', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-26T00:00:00,12-01089428,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Cart Approved - Delivered,2134 W 54TH PL,60609,1162927.04293196,1868494.12347726,16,9,61,,41.79490312763879,-87.67806715426839,"{'latitude': '41.79490312763879', 'longitude': '-87.67806715426839', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-27T00:00:00,12-01085694,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1816 N ALBANY AVE,60647,1155224.26109767,1911801.0504727,26,14,22,,41.91423982087044,-87.70532539728612,"{'latitude': '41.91423982087044', 'longitude': '-87.70532539728612', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-30T00:00:00,12-01086475,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3445 N MARSHFIELD AVE,60657,1164709.25610483,1922938.32549782,32,19,6,27,41.94466500611278,-87.66987206630725,"{'latitude': '41.94466500611278', 'longitude': '-87.66987206630725', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-02T00:00:00,12-01084963,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, no carts delivered - gate locked, door hanger left.",3767 W 76TH ST,60652,1152406.74530991,1853923.4876229,18,8,70,,41.75491312340207,-87.71704751931212,"{'latitude': '41.75491312340207', 'longitude': '-87.71704751931212', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-02T00:00:00,12-01087355,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3522 W 78TH PL,60652,1154279.98328786,1852323.52008872,18,8,70,,41.75069759830227,-87.7106784086796,"{'latitude': '41.75069759830227', 'longitude': '-87.7106784086796', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-02T00:00:00,12-01087800,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",7741 S CENTRAL PARK AVE,60652,1153798.88322847,1852926.70012121,18,8,70,,41.75205805631926,-87.71181423603136,"{'latitude': '41.75205805631926', 'longitude': '-87.71181423603136', 'needs_recoding': False}"
